,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,monthly,monthly_lower,monthly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
24,2016-02-14,2.0168207070468633,7.248155590745607,8.272251788794803,2.0168207070468633,2.01682625181009,0.0006906877171781202,0.0006906877171781202,0.0006906877171781202,0.01458812191710141,0.01458812191710141,0.01458812191710141,0.0019184137911450495,0.0019184137911450495,0.0019184137911450495,0.011979020408778239,0.011979020408778239,0.011979020408778239,0.0,0.0,0.0,7.738766696795939
25,2016-02-15,2.016692395491337,7.394641238769447,8.451768796305398,2.01669216730479,2.0167496595019103,-0.00029914300461652264,-0.00029914300461652264,-0.00029914300461652264,0.025946001484227887,0.025946001484227887,0.025946001484227887,0.01861396808834843,0.01861396808834843,0.01861396808834843,0.007631176400495979,0.007631176400495979,0.007631176400495979,0.0,0.0,0.0,7.917040797899974
26,2016-02-16,2.01656408393581,7.13330675468482,8.1797893387806,2.0165294207628053,2.0166624603433916,-0.0011854895873446708,-0.0011854895873446708,-0.0011854895873446708,0.009264952696866082,0.009264952696866082,0.009264952696866082,0.007083884494663056,0.007083884494663056,0.007083884494663056,0.003366557789547698,0.003366557789547698,0.003366557789547698,0.0,0.0,0.0,7.654145946180804
27,2016-02-17,2.0164357723802837,6.893964765124668,8.0080519175755,2.016383376938654,2.016579102040543,-0.001761281693893617,-0.001761281693893617,-0.001761281693893617,-0.0055183176310954285,-0.0055183176310954285,-0.0055183176310954285,-0.00299276423269063,-0.00299276423269063,-0.00299276423269063,-0.0007642717045111826,-0.0007642717045111826,-0.0007642717045111826,0.0,0.0,0.0,7.428384749278876
28,2016-02-18,2.0163074608247573,6.849420357745338,7.887499665176049,2.01623439979534,2.0164845607986197,-0.0016223119705424884,-0.0016223119705424884,-0.0016223119705424884,-0.00954160829647156,-0.00954160829647156,-0.00954160829647156,-0.0032070599999988033,-0.0032070599999988033,-0.0032070599999988033,-0.004712236325930268,-0.004712236325930268,-0.004712236325930268,0.0,0.0,0.0,7.36742786662382
29,2016-02-19,2.0161791492692305,6.8424956622289645,7.84774277403008,2.016088842112452,2.0163963993852523,-0.0007234573356088069,-0.0007234573356088069,-0.0007234573356088069,-0.012556994740661697,-0.012556994740661697,-0.012556994740661697,-0.003402710102760269,-0.003402710102760269,-0.003402710102760269,-0.008430827302292623,-0.008430827302292623,-0.008430827302292623,0.0,0.0,0.0,7.321842458596351
30,2016-02-20,2.016050837713704,6.608236581595137,7.536203619816189,2.015920181397101,2.0162818745163036,0.00032104803332089074,0.00032104803332089074,0.00032104803332089074,-0.02956983379661339,-0.02956983379661339,-0.02956983379661339,-0.018013732038653543,-0.018013732038653543,-0.018013732038653543,-0.01187714979128074,-0.01187714979128074,-0.01187714979128074,0.0,0.0,0.0,7.074073985469075
31,2016-02-21,2.0159225261581772,6.8402716020997305,7.8318121814894255,2.015734636256811,2.016206189632618,0.0006102574676285165,0.0006102574676285165,0.0006102574676285165,-0.012484238844686722,-0.012484238844686722,-0.012484238844686722,0.001918413791107903,0.001918413791107903,0.001918413791107903,-0.015012910103423139,-0.015012910103423139,-0.015012910103423139,0.0,0.0,0.0,7.321061036783837
32,2016-02-22,2.015794214602651,7.024219052675572,8.044031644172687,2.015585640004392,2.0161097521447076,-0.00026439421024882,-0.00026439421024882,-0.00026439421024882,0.0005442572930327537,0.0005442572930327537,0.0005442572930327537,0.01861396808833965,0.01861396808833965,0.01861396808833965,-0.017805316585058076,-0.017805316585058076,-0.017805316585058076,0.0,0.0,0.0,7.514927120636871
33,2016-02-23,2.0156659030471245,6.801334422605206,7.803548481416363,2.0154144358244355,2.016010111529014,-0.001766520413990983,-0.001766520413990983,-0.001766520413990983,-0.014910505250654876,-0.014910505250654876,-0.014910505250654876,0.00708388449466295,0.00708388449466295,0.00708388449466295,-0.020227869331326847,-0.020227869331326847,-0.020227869331326847,0.0,0.0,0.0,7.2834984712613124
34,2016-02-24,2.0155375914915976,6.6621988576728075,7.565514703494446,2.0152400933553696,2.0159703524275217,-0.002779878441666234,-0.002779878441666234,-0.002779878441666234,-0.028033659070375645,-0.028033659070375645,-0.028033659070375645,-0.0029927642326889707,-0.0029927642326889707,-0.0029927642326889707,-0.022261016396020444,-0.022261016396020444,-0.022261016396020444,0.0,0.0,0.0,7.092477375722299
35,2016-02-25,2.015409279936071,6.565048797791662,7.560924348465225,2.0150604812714263,2.0159162620051863,-0.0025297812571896316,-0.0025297812571896316,-0.0025297812571896316,-0.029629498569169438,-0.029629498569169438,-0.029629498569169438,-0.0032070599999908765,-0.0032070599999908765,-0.0032070599999908765,-0.02389265731198893,-0.02389265731198893,-0.02389265731198893,0.0,0.0,0.0,7.068821060222106
36,2016-02-26,2.015280968380545,6.593183015900173,7.540460152823033,2.0148802788429436,2.0158059415091634,-0.0012503867257478624,-0.0012503867257478624,-0.0012503867257478624,-0.029771575281116777,-0.029771575281116777,-0.029771575281116777,-0.0034027101027411747,-0.0034027101027411747,-0.0034027101027411747,-0.02511847845262774,-0.02511847845262774,-0.02511847845262774,0.0,0.0,0.0,7.065917542952195
37,2016-02-27,2.015152656825018,6.407711797386221,7.335750716586059,2.0147012714974,2.015698779593427,1.4368191762700617e-05,1.4368191762700617e-05,1.4368191762700617e-05,-0.04394147280279352,-0.04394147280279352,-0.04394147280279352,-0.018013732038642788,-0.018013732038642788,-0.018013732038642788,-0.025942108955913434,-0.025942108955913434,-0.025942108955913434,0.0,0.0,0.0,6.866152331632061
38,2016-02-28,2.0150243452694916,6.6491825197971295,7.632352418379582,2.0144840180619026,2.0156233446294025,0.00030596288929179397,0.00030596288929179397,0.00030596288929179397,-0.02415071380520483,-0.02415071380520483,-0.02415071380520483,0.0019184137911232137,0.0019184137911232137,0.0019184137911232137,-0.02637509048561984,-0.02637509048561984,-0.02637509048561984,0.0,0.0,0.0,7.1446231655935275
39,2016-02-29,2.014896033713965,6.880616554204609,7.9036702403248045,2.014287395733643,2.0156138799810592,-0.0004646946261228735,-0.0004646946261228735,-0.0004646946261228735,-0.008287385436287573,-0.008287385436287573,-0.008287385436287573,0.018613968088346984,0.018613968088346984,0.018613968088346984,-0.026436658898511683,-0.026436658898511683,-0.026436658898511683,0.0,0.0,0.0,7.375751635188983
40,2016-03-01,2.014767722158439,6.69066117374651,7.7094466824141294,2.014101048132687,2.01554535734089,-0.0015396030893742483,-0.0015396030893742483,-0.0015396030893742483,-0.020609059385423567,-0.020609059385423567,-0.020609059385423567,0.007083884494644392,0.007083884494644392,0.007083884494644392,-0.02615334079069371,-0.02615334079069371,-0.02615334079069371,0.0,0.0,0.0,7.19398495916892
41,2016-03-02,2.014639410602912,6.578748814687359,7.57161738399534,2.0139146989408303,2.015470180551187,-0.0020792326609246855,-0.0020792326609246855,-0.0020792326609246855,-0.030630369671003764,-0.030630369671003764,-0.030630369671003764,-0.0029927642327012014,-0.0029927642327012014,-0.0029927642327012014,-0.025558372777377877,-0.025558372777377877,-0.025558372777377877,0.0,0.0,0.0,7.049313672750893
42,2016-03-03,2.0145110990473856,6.60003852055541,7.5890480240329,2.013720017873332,2.0153736302826752,-0.0019212475230722655,-0.0019212475230722655,-0.0019212475230722655,-0.029819263606204946,-0.029819263606204946,-0.029819263606204946,-0.003207060000011765,-0.003207060000011765,-0.003207060000011765,-0.02469095608312091,-0.02469095608312091,-0.02469095608312091,0.0,0.0,0.0,7.059963358992417
43,2016-03-04,2.0143827874918587,6.623489559006882,7.628746117013401,2.0135524849619277,2.0152949952712342,-0.0016156796549339357,-0.0016156796549339357,-0.0016156796549339357,-0.02861375321068161,-0.02861375321068161,-0.02861375321068161,-0.003402710102751628,-0.003402710102751628,-0.003402710102751628,-0.023595363452996045,-0.023595363452996045,-0.023595363452996045,0.0,0.0,0.0,7.0762473759146225
44,2016-03-05,2.0142544759363323,6.432747761842156,7.354044488316917,2.0133129877113434,2.015238940387337,-0.0017343216644545314,-0.0017343216644545314,-0.0017343216644545314,-0.04206797311818705,-0.04206797311818705,-0.04206797311818705,-0.018013732038649664,-0.018013732038649664,-0.018013732038649664,-0.02231991941508286,-0.02231991941508286,-0.02231991941508286,0.0,0.0,0.0,6.886196308012472
45,2016-03-06,2.014126164380806,6.696590166021243,7.69535280112626,2.0131241190404023,2.0152623021685327,-0.0021590101562951208,-0.0021590101562951208,-0.0021590101562951208,-0.02115647478272897,-0.02115647478272897,-0.02115647478272897,0.001918413791138523,0.001918413791138523,0.001918413791138523,-0.020915878417572368,-0.020915878417572368,-0.020915878417572368,0.0,0.0,0.0,7.181543664263947
46,2016-03-07,2.013997852825279,6.926752039726233,8.023571401297033,2.012947685756592,2.0152538040081147,-0.002075155472870735,-0.002075155472870735,-0.002075155472870735,-0.0028974156145606493,-0.0028974156145606493,-0.0028974156145606493,0.018613968088354315,0.018613968088354315,0.018613968088354315,-0.019436228230044234,-0.019436228230044234,-0.019436228230044234,0.0,0.0,0.0,7.449615825380426
47,2016-03-08,2.0138695412697527,6.826760068035911,7.826513286446972,2.012755642220229,2.0151597461803563,-0.0007148565541947829,-0.0007148565541947829,-0.0007148565541947829,-0.01156542021494323,-0.01156542021494323,-0.01156542021494323,0.007083884494683826,0.007083884494683826,0.007083884494683826,-0.01793444815543227,-0.01793444815543227,-0.01793444815543227,0.0,0.0,0.0,7.3197655133655015
48,2016-03-09,2.0137412297142263,6.764973122717583,7.760893539419958,2.01255061400504,2.015133106876787,0.0018366301719750162,0.0018366301719750162,0.0018366301719750162,-0.0176193870438836,-0.0176193870438836,-0.0176193870438836,-0.0029927642326815123,-0.0029927642326815123,-0.0029927642326815123,-0.016463252983177103,-0.016463252983177103,-0.016463252983177103,0.0,0.0,0.0,7.230154054222714
49,2016-03-10,2.0136129181587,6.803456405401068,7.806187991621836,2.012396639069383,2.0150587578718677,0.004537881701442066,0.004537881701442066,0.004537881701442066,-0.013742532480814806,-0.013742532480814806,-0.013742532480814806,-0.0032070600000170075,-0.0032070600000170075,-0.0032070600000170075,-0.015073354182239868,-0.015073354182239868,-0.015073354182239868,0.0,0.0,0.0,7.285898569682483
50,2016-03-11,2.013484606603173,6.818554261895774,7.851953058633383,2.012222378572659,2.014999960789715,0.0061144766758567904,0.0061144766758567904,0.0061144766758567904,-0.01110050299230864,-0.01110050299230864,-0.01110050299230864,-0.0034027101027620833,-0.0034027101027620833,-0.0034027101027620833,-0.013812269565403344,-0.013812269565403344,-0.013812269565403344,0.0,0.0,0.0,7.323833658397862
51,2016-03-12,2.0133562950476467,6.650870078773877,7.637446582695917,2.012046750561568,2.014901849658274,0.005976353612713853,0.005976353612713853,0.005976353612713853,-0.024760589981845403,-0.024760589981845403,-0.024760589981845403,-0.018013732038646296,-0.018013732038646296,-0.018013732038646296,-0.012723211555912965,-0.012723211555912965,-0.012723211555912965,0.0,0.0,0.0,7.124249628700771
52,2016-03-13,2.01322798349212,6.931647829629127,7.959887049681155,2.011885698708765,2.0148037385268327,0.004541223008988305,0.004541223008988305,0.004541223008988305,-0.005384445479847723,-0.005384445479847723,-0.005384445479847723,0.0019184137911702616,0.0019184137911702616,0.0019184137911702616,-0.011844082280006286,-0.011844082280006286,-0.011844082280006286,0.0,0.0,0.0,7.406721266097282
53,2016-03-14,2.0130996719365934,7.129755055728191,8.149896721952816,2.011642176829871,2.014751931767244,0.002746709100561932,0.002746709100561932,0.002746709100561932,0.010154076146204736,0.010154076146204736,0.010154076146204736,0.018613968088334234,0.018613968088334234,0.018613968088334234,-0.011206601042691432,-0.011206601042691432,-0.011206601042691432,0.0,0.0,0.0,7.641094402310275
54,2016-03-15,2.012971360381067,6.910785412679095,7.975711940629246,2.011442739455465,2.0147340695714937,0.0012701678054368058,0.0012701678054368058,0.0012701678054368058,-0.0024815340881331523,-0.0024815340881331523,-0.0024815340881331523,0.0070838844946652674,0.0070838844946652674,0.0070838844946652674,-0.010835586388235223,-0.010835586388235223,-0.010835586388235223,0.0,0.0,0.0,7.4482276393622255
55,2016-03-16,2.0128430488255407,6.8172044315038915,7.814698573760961,2.0112225211732646,2.014748043235465,0.00017881986136900475,0.00017881986136900475,0.00017881986136900475,-0.013562355361560127,-0.013562355361560127,-0.013562355361560127,-0.0029927642326937447,-0.0029927642326937447,-0.0029927642326937447,-0.01074841099023539,-0.01074841099023539,-0.01074841099023539,0.0,0.0,0.0,7.283009401445375
56,2016-03-17,2.012714737270014,6.7897470689276345,7.783376174335537,2.0110131695450044,2.014755770764837,-0.0007584291047698946,-0.0007584291047698946,-0.0007584291047698946,-0.014920132268487301,-0.014920132268487301,-0.014920132268487301,-0.0032070600000090807,-0.0032070600000090807,-0.0032070600000090807,-0.010954643163708325,-0.010954643163708325,-0.010954643163708325,0.0,0.0,0.0,7.26221418988705
57,2016-03-18,2.0125864257144874,6.7553834732281475,7.719180411410241,2.0108408714743264,2.0147477237172287,-0.0015388997569206124,-0.0015388997569206124,-0.0015388997569206124,-0.01639749382304215,-0.01639749382304215,-0.01639749382304215,-0.0034027101027725402,-0.0034027101027725402,-0.0034027101027725402,-0.011455883963348998,-0.011455883963348998,-0.011455883963348998,0.0,0.0,0.0,7.239738248561714
58,2016-03-19,2.012458114158961,6.554151508708033,7.517635179911557,2.0105974591919242,2.014680385786453,-0.0017987830158737383,-0.0017987830158737383,-0.0017987830158737383,-0.0320583188117849,-0.0320583188117849,-0.0320583188117849,-0.018013732038656024,-0.018013732038656024,-0.018013732038656024,-0.012245803757255133,-0.012245803757255133,-0.012245803757255133,0.0,0.0,0.0,7.014238049533543
59,2016-03-20,2.012329802603434,6.786586802500235,7.835615397350927,2.0103713583805476,2.0146641480656036,-0.0012439995803595675,-0.0012439995803595675,-0.0012439995803595675,-0.012635962770747994,-0.012635962770747994,-0.012635962770747994,0.0019184137910642283,0.0019184137910642283,0.0019184137910642283,-0.013310376981452654,-0.013310376981452654,-0.013310376981452654,0.0,0.0,0.0,7.292905878120607
60,2016-03-21,2.0122014910479074,7.062968155718991,8.06230740928073,2.0101361481558584,2.014575027405525,-0.00016105385864365155,-0.00016105385864365155,-0.00016105385864365155,0.0038246056023611957,0.0038246056023611957,0.0038246056023611957,0.018613968088360924,0.018613968088360924,0.018613968088360924,-0.014628308627356078,-0.014628308627356078,-0.014628308627356078,0.0,0.0,0.0,7.537551301080555
61,2016-03-22,2.012073179492381,6.872357058789702,7.863130064101394,2.009904455250964,2.0145116043801887,0.0006059082703123546,0.0006059082703123546,0.0006059082703123546,-0.0084818482663736,-0.0084818482663736,-0.0084818482663736,0.007083884494646708,0.007083884494646708,0.007083884494646708,-0.016171641031332666,-0.016171641031332666,-0.016171641031332666,0.0,0.0,0.0,7.352255082283379
62,2016-03-23,2.0119448679368546,6.727205255953876,7.690189016231454,2.0096479589561462,2.0145497279160254,0.00030700323164571967,0.00030700323164571967,0.00030700323164571967,-0.020592285859246336,-0.020592285859246336,-0.020592285859246336,-0.002992764232692082,-0.002992764232692082,-0.002992764232692082,-0.01790652485819997,-0.01790652485819997,-0.01790652485819997,0.0,0.0,0.0,7.174365488547305
63,2016-03-24,2.011816556381328,6.641869537086972,7.597723998790801,2.0094369448141647,2.0144806219536493,-0.001003010377221175,-0.001003010377221175,-0.001003010377221175,-0.024004204301496173,-0.024004204301496173,-0.024004204301496173,-0.0032070600000089775,-0.0032070600000089775,-0.0032070600000089775,-0.01979413392426602,-0.01979413392426602,-0.01979413392426602,0.0,0.0,0.0,7.124392794829514
64,2016-03-25,2.0116882448258013,6.612512530085649,7.572406104219071,2.0091731345815305,2.0144340719266176,-0.0024019343627000892,-0.0024019343627000892,-0.0024019343627000892,-0.027596344272106044,-0.027596344272106044,-0.027596344272106044,-0.003402710102753448,-0.003402710102753448,-0.003402710102753448,-0.02179169980665251,-0.02179169980665251,-0.02179169980665251,0.0,0.0,0.0,7.072209886765693
65,2016-03-26,2.011559933270275,6.398918979264966,7.30718949132637,2.008870627139424,2.0144007012588676,-0.0028242171063384684,-0.0028242171063384684,-0.0028242171063384684,-0.04469158827715024,-0.04469158827715024,-0.04469158827715024,-0.018013732038652655,-0.018013732038652655,-0.018013732038652655,-0.023853639132159106,-0.023853639132159106,-0.023853639132159106,0.0,0.0,0.0,6.832291517079754
66,2016-03-27,2.0114316217147485,6.612807841042443,7.628073295182277,2.008633222051857,2.0144091341316095,-0.001963774770678122,-0.001963774770678122,-0.001963774770678122,-0.02597810509374422,-0.02597810509374422,-0.02597810509374422,0.0019184137910959664,0.0019184137910959664,0.0019184137910959664,-0.025932744114162062,-0.025932744114162062,-0.025932744114162062,0.0,0.0,0.0,7.093496934807518
67,2016-03-28,2.0113033101592217,6.792817416594264,7.833668454790789,2.008432947759575,2.0144121419277363,-0.00054225123039293,-0.00054225123039293,-0.00054225123039293,-0.009909688512550533,-0.009909688512550533,-0.009909688512550533,0.0186139680883489,0.0186139680883489,0.0186139680883489,-0.027981405370506505,-0.027981405370506505,-0.027981405370506505,0.0,0.0,0.0,7.325576983293225
68,2016-03-29,2.0111749986036953,6.6488072349894205,7.690140009981951,2.008234616958549,2.0143937843356268,0.00031225967590225567,0.00031225967590225567,0.00031225967590225567,-0.022556691179368163,-0.022556691179368163,-0.022556691179368163,0.007083884494628146,0.007083884494628146,0.007083884494628146,-0.029952835349898562,-0.029952835349898562,-0.029952835349898562,0.0,0.0,0.0,7.140690963384716
69,2016-03-30,2.011046687048169,6.519851978433217,7.434578461021089,2.0080183057813947,2.0143356385950666,1.9163632237523178e-05,1.9163632237523178e-05,1.9163632237523178e-05,-0.034775861436075944,-0.034775861436075944,-0.034775861436075944,-0.0029927642327001822,-0.0029927642327001822,-0.0029927642327001822,-0.03180226083561328,-0.03180226083561328,-0.03180226083561328,0.0,0.0,0.0,6.966485088545905
70,2016-03-31,2.0109183754926425,6.449597724840286,7.44489097088588,2.0077717933713615,2.014263774578233,-0.0010258633888964633,-0.0010258633888964633,-0.0010258633888964633,-0.037720977366050665,-0.037720977366050665,-0.037720977366050665,-0.003207060000007635,-0.003207060000007635,-0.003207060000007635,-0.03348805397714656,-0.03348805397714656,-0.03348805397714656,0.0,0.0,0.0,6.924491148175463
71,2016-04-01,2.0107900639371157,6.466693084861336,7.386717373348831,2.0075893592214182,2.014201741717875,-0.0019072657421786731,-0.0019072657421786731,-0.0019072657421786731,-0.04028274893861985,-0.04028274893861985,-0.04028274893861985,-0.0034027101027659327,-0.0034027101027659327,-0.0034027101027659327,-0.03497277309367524,-0.03497277309367524,-0.03497277309367524,0.0,0.0,0.0,6.888062994477151
